strategy,args,step,mAP,train_time,active_time,total_time,total_samples,bboxes
random_sampling,{},0,0.17514599264209077,595.78200340271,0,595.78200340271,1000,2629
random_sampling,{},1,0.27622076057545547,587.1103227138519,0.002187013626098633,587.112509727478,1300,3435
random_sampling,{},2,0.3460571291240713,693.6558485031128,0.0035796165466308594,693.6594281196594,1600,4129
random_sampling,{},3,0.38030215844047077,679.9024033546448,0.002458333969116211,679.9048616886139,1900,4957
random_sampling,{},4,0.4092436775712275,643.1184692382812,0.004294395446777344,643.122763633728,2200,5741
random_sampling,{},5,0.42917311651487716,570.7293016910553,0.0027379989624023438,570.7320396900177,2500,6569
random_sampling,{},6,0.4383007904351016,568.6148703098297,0.013193845748901367,568.6280641555786,2800,7479
random_sampling,{},7,0.46072779696328714,571.2368628978729,0.002744913101196289,571.2396078109741,3100,8247
random_sampling,{},8,0.4726547715805604,575.3906898498535,0.009759902954101562,575.4004497528076,3400,9131
random_sampling,{},9,0.4647130960002709,571.8217470645905,0.005918264389038086,571.8276653289795,3700,9823
random_sampling,{},10,0.46294046283720436,572.5124547481537,0.007211923599243164,572.5196666717529,4000,10613
random_sampling,{},11,0.4763471148790024,582.667806148529,0.003701448440551758,582.6715075969696,4300,11399
random_sampling,{},12,0.4973028745894402,600.0420913696289,0.007513761520385742,600.0496051311493,4600,12259
random_sampling,{},13,0.4888256256061492,586.6387982368469,0.006357908248901367,586.6451561450958,4900,12987
random_sampling,{},14,0.4958368264213472,571.5341210365295,0.0053195953369140625,571.5394406318665,5200,13857
random_sampling,{},15,0.5075656788910867,559.898665189743,0.003112316131591797,559.9017775058746,5500,14663
random_sampling,{},16,0.50795923507339,554.7755765914917,0.00483250617980957,554.7804090976715,5800,15545
random_sampling,{},17,0.5029805974704737,563.7360146045685,0.006272554397583008,563.7422871589661,6100,16463
random_sampling,{},18,0.5262404341202136,562.7267169952393,0.003996372222900391,562.7307133674622,6400,17189
random_sampling,{},19,0.5164296952228915,562.126039981842,0.003989219665527344,562.1300292015076,6700,17963
random_sampling,{},20,0.5249875523497718,562.8357286453247,0.0032804012298583984,562.8390090465546,7000,18875
random_sampling,{},21,0.5254372597892056,560.4438941478729,0.01071310043334961,560.4546072483063,7300,19613
random_sampling,{},22,0.5144558693996752,557.4650371074677,0.003456592559814453,557.4684937000275,7600,20481
random_sampling,{},23,0.525407002922532,558.7493410110474,0.004858732223510742,558.7541997432709,7900,21311
random_sampling,{},24,0.5191004077997441,563.6617631912231,0.003687620162963867,563.6654508113861,8200,22079
random_sampling,{},25,0.530886219247688,565.2205498218536,0.012373924255371094,565.232923746109,8500,22909
random_sampling,{},26,0.5339448329218942,568.8211178779602,0.003698587417602539,568.8248164653778,8800,23725
random_sampling,{},27,0.524703886468177,736.6753726005554,0.006069183349609375,736.681441783905,9100,24485
random_sampling,{},28,0.5403836297477478,669.8038966655731,0.004463672637939453,669.8083603382111,9400,25301
random_sampling,{},29,0.5336602667483419,638.0885896682739,0.012265443801879883,638.1008551120758,9700,25935
random_sampling,{},30,0.5186810018797218,576.2625606060028,0.0053768157958984375,576.2679374217987,10000,26771
