strategy,args,step,mAP,train_time,active_time,total_time,total_samples,bboxes
uncertainty_aldod_sampling,{},0,0.18305715765738273,595.901068687439,0,595.901068687439,1000,2629
uncertainty_aldod_sampling,{},1,0.2816774295980378,568.2224025726318,73.95079445838928,642.1731970310211,1300,3243
uncertainty_aldod_sampling,{},2,0.3444076428904247,725.3516767024994,70.30319738388062,795.65487408638,1600,4005
uncertainty_aldod_sampling,{},3,0.38810784488244526,659.0199089050293,85.58037090301514,744.6002798080444,1900,4761
uncertainty_aldod_sampling,{},4,0.41998378780287915,611.7075762748718,71.80951499938965,683.5170912742615,2200,5417
uncertainty_aldod_sampling,{},5,0.4383545274534434,563.7184751033783,65.06678295135498,628.7852580547333,2500,6155
uncertainty_aldod_sampling,{},6,0.4619796574846699,569.9689154624939,61.04749655723572,631.0164120197296,2800,7037
uncertainty_aldod_sampling,{},7,0.4753887146241881,570.873875617981,61.03555202484131,631.9094276428223,3100,7871
uncertainty_aldod_sampling,{},8,0.48208161621723156,569.8070642948151,56.95901656150818,626.7660808563232,3400,8611
uncertainty_aldod_sampling,{},9,0.4865375739623853,574.1754560470581,55.76872491836548,629.9441809654236,3700,9371
uncertainty_aldod_sampling,{},10,0.5015198835873954,582.1704158782959,49.12221932411194,631.2926352024078,4000,10267
uncertainty_aldod_sampling,{},11,0.5004076851653527,599.2417075634003,40.97143220901489,640.2131397724152,4300,11109
uncertainty_aldod_sampling,{},12,0.48778159259905296,572.8253979682922,51.72378659248352,624.5491845607758,4600,11907
uncertainty_aldod_sampling,{},13,0.5194978482318401,565.6133100986481,45.65932488441467,611.2726349830627,4900,12651
uncertainty_aldod_sampling,{},14,0.5190380013051998,561.9212162494659,44.69485640525818,606.6160726547241,5200,13589
uncertainty_aldod_sampling,{},15,0.5217941526721896,569.9682157039642,41.14706826210022,611.1152839660645,5500,14513
uncertainty_aldod_sampling,{},16,0.5176536147445965,561.690726518631,38.930509090423584,600.6212356090546,5800,15359
uncertainty_aldod_sampling,{},17,0.5311465627461172,563.6453709602356,36.824835538864136,600.4702064990997,6100,16179
uncertainty_aldod_sampling,{},18,0.5338357781432329,562.4718925952911,33.7922728061676,596.2641654014587,6400,16933
uncertainty_aldod_sampling,{},19,0.5285412800456335,569.9828729629517,33.554022789001465,603.5368957519531,6700,17631
uncertainty_aldod_sampling,{},20,0.5392247707179384,563.5959620475769,29.577636241912842,593.1735982894897,7000,18429
uncertainty_aldod_sampling,{},21,0.5370486110813656,563.5716741085052,30.035364389419556,593.6070384979248,7300,19333
uncertainty_aldod_sampling,{},22,0.5452740082947175,566.4514634609222,26.37067174911499,592.8221352100372,7600,20097
uncertainty_aldod_sampling,{},23,0.5412835365910861,560.9759511947632,23.425097465515137,584.4010486602783,7900,21055
uncertainty_aldod_sampling,{},24,0.5429967073371637,570.426361322403,21.336959838867188,591.7633211612701,8200,21913
uncertainty_aldod_sampling,{},25,0.5454411058722849,706.8041989803314,18.74159288406372,725.5457918643951,8500,22857
uncertainty_aldod_sampling,{},26,0.5628858539929913,693.4855351448059,21.3554368019104,714.8409719467163,8800,23725
uncertainty_aldod_sampling,{},27,0.5594121686790978,636.7349123954773,16.553409576416016,653.2883219718933,9100,24621
uncertainty_aldod_sampling,{},28,0.5571914858311001,575.6262099742889,11.962921142578125,587.5891311168671,9400,25429
uncertainty_aldod_sampling,{},29,0.566100114878915,310.7703273296356,8.378047943115234,319.14837527275085,9700,26245
uncertainty_aldod_sampling,{},30,0.5546832629977201,300.3345491886139,3.6507978439331055,303.985347032547,10000,27055
